timestamp,epoch,message_type
Sun Jan 29 15:31:05 EST 2023,1675024265369,jitai2
Sun Jan 29 15:41:21 EST 2023,1675024881793,jitai2
Sun Jan 29 15:52:07 EST 2023,1675025527950,jitai2
Sun Jan 29 16:02:39 EST 2023,1675026159961,jitai2
Sun Jan 29 16:13:06 EST 2023,1675026786853,jitai2
Sun Jan 29 21:16:50 EST 2023,1675045010863,eod
