timestamp,epoch,message_type
Thu Feb 02 14:19:13 EST 2023,1675365553858,jitai2
Thu Feb 02 14:29:15 EST 2023,1675366155012,jitai2
Thu Feb 02 14:39:15 EST 2023,1675366755888,jitai2
Thu Feb 02 14:49:16 EST 2023,1675367356867,jitai2
Thu Feb 02 21:02:01 EST 2023,1675389721092,eod
