user_id,date,wake_time,week,day,message_type,message_note,start_prompt
user03,2023-01-26,08:00,0,4,goal_settings,NO_GOAL,09:06
user03,2023-01-26,08:00,0,4,first_jitai,NO_MESSAGE,10:12
user03,2023-01-26,08:00,0,4,second_jitai,NO_MESSAGE,14:38
user03,2023-01-26,08:00,0,4,eod_message,,19:00
