timestamp,epoch,message_type
Wed Jan 25 09:17:06 EST 2023,1674656226679,goal_settings
Wed Jan 25 09:27:24 EST 2023,1674656844496,goal_settings
Wed Jan 25 10:15:55 EST 2023,1674659755995,jitai1
Wed Jan 25 10:39:46 EST 2023,1674661186558,jitai1
Wed Jan 25 15:01:06 EST 2023,1674676866753,jitai2
Wed Jan 25 15:12:12 EST 2023,1674677532652,jitai2
Wed Jan 25 19:00:12 EST 2023,1674691212930,eod
