timestamp,epoch,message_type
Fri Jan 27 09:58:07 EST 2023,1674831487796,goal_settings
Fri Jan 27 11:29:45 EST 2023,1674836985990,jitai1
Fri Jan 27 11:41:35 EST 2023,1674837695103,jitai1
Fri Jan 27 14:58:53 EST 2023,1674849533738,jitai2
Fri Jan 27 15:08:56 EST 2023,1674850136111,jitai2
Fri Jan 27 21:01:20 EST 2023,1674871280046,eod
