timestamp,epoch,message_type
Wed Feb 01 09:44:05 EST 2023,1675262645048,goal_settings
Wed Feb 01 15:04:00 EST 2023,1675281840955,jitai2
Wed Feb 01 15:14:24 EST 2023,1675282464141,jitai2
Wed Feb 01 20:45:45 EST 2023,1675302345574,eod
