timestamp,epoch,message_type
Mon Jan 30 11:07:01 EST 2023,1675094821196,jitai2
Mon Jan 30 11:12:08 EST 2023,1675095128141,jitai2
Mon Jan 30 18:01:06 EST 2023,1675119666202,eod
Mon Jan 30 18:11:56 EST 2023,1675120316966,eod
Mon Jan 30 18:22:13 EST 2023,1675120933437,eod
Mon Jan 30 18:32:24 EST 2023,1675121544828,eod
Mon Jan 30 18:42:54 EST 2023,1675122174299,eod
Mon Jan 30 18:53:52 EST 2023,1675122832251,eod
