timestamp,epoch,message_type
Tue Jan 31 09:40:12 EST 2023,1675176012658,goal_settings
Tue Jan 31 14:38:11 EST 2023,1675193891533,jitai2
Tue Jan 31 14:51:49 EST 2023,1675194709354,jitai2
Tue Jan 31 20:47:30 EST 2023,1675216050308,eod
